station_id,station_name,year,last_spring_frost_doy,first_fall_frost_doy,growing_season_length,oni_annual,nao_annual,nao_djf,pna_annual,amo_annual,ohc700_atlantic,ohc700_atlantic_se,ohc700_north_atlantic,ohc700_north_atlantic_se,ohc700_south_atlantic,ohc700_south_atlantic_se,ohc2000_north_atlantic,ohc700_pacific,ohc700_world,ohc700_natl_djf,ohc700_natl_amj
USW00014739,"Boston Logan, MA",2015,95,292,197,1.5483333333333331,0.4333333333333333,1.5550000000000002,0.2316666666666667,0.0789166666666666,5.679,0.128,3.134,0.082,2.544,0.049,4.788,5.118,15.122,2.971,3.11
USW00014739,"Boston Logan, MA",2016,101,325,224,0.4233333333333333,-0.0383333333333333,0.8500000000000001,0.5058333333333334,0.3075,5.811,0.25,3.49,0.126,2.321,0.261,5.052,4.676,13.972,3.473,3.201
USW00014739,"Boston Logan, MA",2017,85,314,229,-0.1149999999999999,0.2258333333333333,0.74,0.1683333333333333,0.2804166666666667,6.363,0.204,3.869,0.091,2.494,0.22,5.635,6.359,15.878,3.4865,3.876
USW00014739,"Boston Logan, MA",2018,101,318,217,0.0941666666666666,1.0833333333333333,1.51,0.0324999999999999,0.0334999999999999,7.072,0.318,3.877,0.218,3.195,0.13,5.615,6.504,16.722,4.1815,3.46
USW00014739,"Boston Logan, MA",2019,92,312,220,0.5750000000000001,-0.3183333333333333,0.4399999999999999,0.2175,0.1390833333333333,7.503,0.152,4.224,0.108,3.279,0.142,5.972,6.684,17.726,4.261,3.973
USW00014739,"Boston Logan, MA",2020,109,304,195,-0.2716666666666666,0.2908333333333333,1.3,0.2066666666666667,0.2681666666666666,7.459,0.274,4.057,0.13,3.402,0.195,5.841,6.638,17.524,4.295,3.937
USW00014739,"Boston Logan, MA",2021,93,327,234,-0.635,-0.3983333333333332,-0.485,-0.1316666666666666,0.2225833333333333,8.362,0.298,4.722,0.085,3.641,0.228,6.705,6.849,18.735,4.3505,4.636
USW00014739,"Boston Logan, MA",2022,89,322,233,-0.85,0.2791666666666666,1.38,0.1866666666666666,0.2469166666666666,8.26,0.178,4.9,0.079,3.36,0.183,6.92,7.676,19.687,4.967499999999999,4.664
USW00014739,"Boston Logan, MA",2023,93,316,223,0.9,-0.3283333333333334,1.085,0.2474999999999999,0.192,8.468,0.122,5.024,0.068,3.444,0.161,6.957,7.718,20.732,5.0195,4.939
USW00014739,"Boston Logan, MA",2024,84,318,234,0.4366666666666667,0.0866666666666666,0.65,0.2749999999999999,,9.232,0.236,5.355,0.138,3.877,0.256,7.452,7.166,21.469,5.039,5.634
USW00014739,"Boston Logan, MA",2025,99,324,225,-0.2675,0.025,0.54,0.0583333333333332,,8.5,0.17,5.293,0.082,3.208,0.175,7.462,8.788,22.845,5.186,5.169
USW00094728,"Central Park, NY",1869,103,299,196,,,,,0.111,,,,,,,,,,,
USW00094728,"Central Park, NY",1870,85,320,235,,,,,0.0336666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1871,88,294,206,,,,,0.0463333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1872,114,321,207,,,,,0.1084166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1873,87,314,227,,,,,0.0625,,,,,,,,,,,
USW00094728,"Central Park, NY",1874,120,316,196,,,,,-0.0068333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1875,112,306,194,,,,,0.0488333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1876,101,289,188,,,,,-0.0088333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1877,98,311,213,,,,,0.25425,,,,,,,,,,,
USW00094728,"Central Park, NY",1878,85,309,224,,,,,0.4650833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1879,96,298,202,,,,,0.1373333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1880,103,323,220,,,,,0.0740833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1881,97,326,229,,,,,0.0535,,,,,,,,,,,
USW00094728,"Central Park, NY",1882,102,307,205,,,,,-0.0153333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1883,93,316,223,,,,,-0.0224166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1884,97,324,227,,,,,-0.0663333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1885,104,305,201,,,,,-0.0154166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1886,94,311,217,,,,,0.1315833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1887,109,303,194,,,,,0.1293333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1888,116,322,206,,,,,0.2026666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1889,90,297,207,,,,,0.2049166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1890,109,325,216,,,,,-0.1378333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1891,126,308,182,,,,,0.04075,,,,,,,,,,,
USW00094728,"Central Park, NY",1892,116,316,200,,,,,-0.0859166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1893,89,319,230,,,,,-8.33333333333311e-05,,,,,,,,,,,
USW00094728,"Central Park, NY",1894,99,311,212,,,,,-0.2385833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1895,95,316,221,,,,,-0.09,,,,,,,,,,,
USW00094728,"Central Park, NY",1896,99,328,229,,,,,0.1108333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1897,110,322,212,,,,,0.1138333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1898,97,328,231,,,,,0.0779166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1899,96,316,220,,,,,0.13075,,,,,,,,,,,
USW00094728,"Central Park, NY",1900,101,319,218,,,,,0.0999166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1901,90,314,224,,,,,0.0908333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1902,79,339,260,,,,,-0.0994166666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1903,95,311,216,,,,,-0.1909166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1904,111,305,194,,,,,-0.3459166666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1905,74,318,244,,,,,-0.20125,,,,,,,,,,,
USW00094728,"Central Park, NY",1906,93,333,240,,,,,-0.0720833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1907,93,337,244,,,,,-0.2261666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1908,96,309,213,,,,,-0.12925,,,,,,,,,,,
USW00094728,"Central Park, NY",1909,101,334,233,,,,,-0.1366666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1910,77,324,247,,,,,-0.2475,,,,,,,,,,,
USW00094728,"Central Park, NY",1911,93,307,214,,,,,-0.2136666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1912,95,308,213,,,,,-0.2283333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1913,87,315,228,,,,,-0.3883333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1914,103,314,211,,,,,-0.2909166666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1915,94,322,228,,,,,0.0925,,,,,,,,,,,
USW00094728,"Central Park, NY",1916,100,320,220,,,,,-0.0775833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1917,100,304,204,,,,,-0.2810833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1918,102,328,226,,,,,-0.2624166666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1919,116,318,202,,,,,-0.1885833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1920,101,317,216,,,,,-0.3380833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1921,101,310,209,,,,,-0.2233333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1922,111,325,214,,,,,-0.3234166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1923,104,313,209,,,,,-0.3276666666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1924,94,321,227,,,,,-0.1564166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1925,111,302,191,,,,,-0.1635833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1926,110,308,198,,,,,0.0811666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1927,87,311,224,,,,,0.1053333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1928,107,304,197,,,,,-0.0106666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1929,77,326,249,,,,,-0.1167499999999999,,,,,,,,,,,
USW00094728,"Central Park, NY",1930,114,310,196,,,,,0.0054999999999999,,,,,,,,,,,
USW00094728,"Central Park, NY",1931,73,311,238,,,,,0.17275,,,,,,,,,,,
USW00094728,"Central Park, NY",1932,104,325,221,,,,,0.22225,,,,,,,,,,,
USW00094728,"Central Park, NY",1933,84,299,215,,,,,0.1865,,,,,,,,,,,
USW00094728,"Central Park, NY",1934,88,318,230,,,,,-0.01425,,,,,,,,,,,
USW00094728,"Central Park, NY",1935,106,327,221,,,,,0.0109166666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1936,99,300,201,,,,,0.14275,,,,,,,,,,,
USW00094728,"Central Park, NY",1937,90,325,235,,,,,0.28575,,,,,,,,,,,
USW00094728,"Central Park, NY",1938,97,328,231,,,,,0.2326666666666666,,,,,,,,,,,
USW00094728,"Central Park, NY",1939,103,317,214,,,,,0.1000833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1940,106,293,187,,,,,-0.0390833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1941,90,329,239,,,,,0.1638333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1942,59,317,258,,,,,0.1728333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1943,106,319,213,,,,,0.0217499999999999,,,,,,,,,,,
USW00094728,"Central Park, NY",1944,97,328,231,,,,,0.3373333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1945,70,325,255,,,,,0.2075833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1946,71,327,256,,,,,0.0060833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1947,90,323,233,,,,,-0.0985,,,,,,,,,,,
USW00094728,"Central Park, NY",1948,95,346,251,,,,,-0.0015833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1949,79,326,247,,,,,0.07725,,,,,,,,,,,
USW00094728,"Central Park, NY",1950,104,330,226,-0.86,-0.1208333333333333,0.66,-0.6425000000000001,-0.0237499999999999,,,,,,,,,,,
USW00094728,"Central Park, NY",1951,86,307,221,0.4308333333333333,-0.0083333333333333,0.3899999999999999,-0.17,0.1873333333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1952,78,334,256,0.1741666666666666,-0.425,0.05,0.0925,0.2785833333333333,,,,,,,,,,,
USW00094728,"Central Park, NY",1953,70,310,240,0.7133333333333334,-0.0174999999999999,-0.0799999999999999,0.5399999999999999,0.2474166666666667,,,,,,,,,,,
USW00094728,"Central Park, NY",1954,94,314,220,-0.4008333333333334,0.0025,0.5549999999999999,-0.2191666666666667,0.02575,,,,,,,,,,,
USW00094728,"Central Park, NY",1955,88,323,235,-0.9483333333333334,-0.3991666666666667,-1.48,-0.7124999999999999,0.1749166666666667,-1.188,0.599,-0.559,0.48,-0.629,0.17,,-1.877,-3.201,-1.124,-0.19
USW00094728,"Central Park, NY",1956,88,315,227,-0.5775,-0.0441666666666667,-0.67,-0.4483333333333333,-0.0371666666666666,-1.441,0.393,-0.918,0.222,-0.523,0.214,,-0.967,-2.608,-0.961,-1.471
USW00094728,"Central Park, NY",1957,84,315,231,0.9608333333333334,-0.1958333333333332,0.5800000000000001,-0.0424999999999999,0.0221666666666666,-2.544,0.823,-1.226,0.36,-1.318,0.487,,-1.593,-4.613,-0.9005,-2.196
USW00094728,"Central Park, NY",1958,99,332,233,0.8325,-0.5891666666666667,-0.8,0.73,0.1951666666666666,-0.97,0.195,-0.334,0.1,-0.636,0.149,,-0.635,-1.533,-0.6905,-0.415
